posteam,season,week,turnovers_forced,turnovers_lost,turnover_margin,recent_margin,rolling_margin,regression_factor
JAX,2022,12,2.0,1,1.0,2.0,-0.625,0.95
JAX,2022,13,0.0,1,-1.0,0.0,-0.25,0.995
JAX,2022,14,4.0,0,4.0,1.5,0.5,0.98
JAX,2022,15,2.0,3,-1.0,1.5,0.5,0.98
JAX,2022,16,2.0,1,1.0,0.0,0.75,1.015
JAX,2022,17,1.0,2,-1.0,0.0,0.75,1.015
JAX,2022,18,2.0,1,1.0,0.0,0.875,1.0175
JAX,2022,19,1.0,4,-3.0,-1.0,0.125,1.0225
JAX,2022,20,0.0,2,-2.0,-2.5,-0.25,1.045
JAX,2023,1,3.0,2,1.0,-0.5,0.0,1.01
JAX,2023,2,2.0,2,0.0,0.5,-0.5,0.98
JAX,2023,3,0.0,2,-2.0,-1.0,-0.625,1.0075
JAX,2023,4,3.0,0,3.0,0.5,-0.375,0.9825
JAX,2023,5,2.0,2,0.0,1.5,-0.25,0.965
JAX,2023,6,4.0,1,3.0,1.5,0.0,0.97
JAX,2023,7,2.0,1,1.0,2.0,0.5,0.97
JAX,2023,8,2.0,3,-1.0,0.0,0.625,1.0125
JAX,2023,10,0.0,4,-4.0,-2.5,0.0,1.05
JAX,2023,11,1.0,1,0.0,-2.0,0.0,1.04
JAX,2023,12,0.0,1,-1.0,-0.5,0.125,1.0125
JAX,2023,13,1.0,0,1.0,0.0,-0.125,0.9975
JAX,2023,14,3.0,4,-1.0,0.0,-0.25,0.995
JAX,2023,15,1.0,2,-1.0,-1.0,-0.75,1.005
JAX,2023,16,0.0,4,-4.0,-2.5,-1.375,1.0225
JAX,2023,17,1.0,0,1.0,-1.5,-1.125,1.0075
JAX,2023,18,1.0,2,-1.0,0.0,-0.75,0.985
JAX,2024,1,0.0,1,-1.0,-1.0,-0.875,1.0025
JAX,2024,2,0.0,0,0.0,-0.5,-0.75,0.995
JAX,2024,3,0.0,2,-2.0,-1.0,-1.125,0.9975
JAX,2024,4,0.0,1,-1.0,-1.5,-1.125,1.0075
JAX,2024,5,1.0,2,-1.0,-1.0,-1.125,0.9975
JAX,2024,6,1.0,2,-1.0,-1.0,-0.75,1.005
JAX,2024,7,0.0,0,0.0,-0.5,-0.875,0.9925
JAX,2024,8,1.0,2,-1.0,-0.5,-0.875,0.9925
JAX,2024,9,2.0,2,0.0,-0.5,-0.75,0.995
JAX,2024,10,3.0,3,0.0,0.0,-0.75,0.985
JAX,2024,11,0.0,1,-1.0,-0.5,-0.625,0.9975
JAX,2024,13,0.0,1,-1.0,-1.0,-0.625,1.0075
JAX,2024,14,0.0,2,-2.0,-1.5,-0.75,1.015
JAX,2024,15,0.0,2,-2.0,-2.0,-0.875,1.0225
JAX,2024,16,0.0,2,-2.0,-2.0,-1.125,1.0175
JAX,2024,17,1.0,0,1.0,-0.5,-0.875,0.9925
JAX,2024,18,0.0,1,-1.0,0.0,-1.0,0.98
JAX,2025,1,3.0,1,2.0,0.5,-0.75,0.975
JAX,2025,2,3.0,2,1.0,1.5,-0.5,0.96
JAX,2025,3,3.0,1,2.0,1.5,-0.125,0.9675
JAX,2025,4,4.0,0,4.0,3.0,0.625,0.9525
JAX,2025,5,1.0,2,-1.0,1.5,0.75,0.985
JAX,2025,6,0.0,0,0.0,-0.5,1.0,1.03
JAX,2025,7,0.0,0,0.0,0.0,0.875,1.0175
KC,2022,1,0.0,1,-1.0,-1.0,-1.0,1.0
KC,2022,2,1.0,0,1.0,0.0,1.0,1.0
KC,2022,3,2.0,1,1.0,1.0,1.0,1.0
KC,2022,4,2.0,1,1.0,1.0,1.0,1.0
KC,2022,5,0.0,0,0.0,0.5,0.0,1.0
KC,2022,6,1.0,2,-1.0,-0.5,-1.0,1.0
KC,2022,7,4.0,1,3.0,1.0,3.0,1.0
KC,2022,9,0.0,1,-1.0,1.0,0.375,0.9875
KC,2022,10,0.0,3,-3.0,-2.0,0.125,1.0425
KC,2022,11,2.0,1,1.0,-1.0,0.125,1.0225
KC,2022,12,3.0,1,2.0,1.5,0.25,0.975
KC,2022,13,0.0,1,-1.0,0.5,0.0,0.99
KC,2022,14,2.0,3,-1.0,-1.0,-0.125,1.0175
KC,2022,15,1.0,2,-1.0,-1.0,-0.125,1.0175
KC,2022,16,1.0,0,1.0,0.0,-0.375,0.9925
KC,2022,17,3.0,1,2.0,1.5,0.0,0.97
KC,2022,18,2.0,0,2.0,2.0,0.625,0.9725
KC,2022,20,2.0,0,2.0,2.0,0.75,0.975
KC,2022,21,2.0,1,1.0,1.5,0.625,0.9825
KC,2022,22,1.0,0,1.0,1.0,0.875,0.9975
KC,2023,1,1.0,1,0.0,0.5,1.0,1.01
KC,2023,2,2.0,2,0.0,0.0,1.125,1.0225
KC,2023,3,2.0,2,0.0,0.0,1.0,1.02
KC,2023,4,1.0,2,-1.0,-0.5,0.625,1.0225
KC,2023,5,1.0,0,1.0,0.0,0.5,1.01
KC,2023,6,3.0,1,2.0,1.5,0.5,0.98
KC,2023,7,2.0,2,0.0,1.0,0.375,0.9875
KC,2023,8,2.0,4,-2.0,-1.0,0.0,1.02
KC,2023,9,1.0,1,0.0,-1.0,0.0,1.02
KC,2023,11,1.0,2,-1.0,-0.5,-0.125,1.0075
KC,2023,12,0.0,0,0.0,-0.5,-0.125,1.0075
KC,2023,13,0.0,1,-1.0,-0.5,-0.125,1.0075
KC,2023,14,1.0,2,-1.0,-1.0,-0.375,1.0125
KC,2023,15,1.0,2,-1.0,-1.0,-0.75,1.005
KC,2023,16,0.0,2,-2.0,-1.5,-1.0,1.01
KC,2023,17,0.0,1,-1.0,-1.5,-0.875,1.0125
KC,2023,18,1.0,1,0.0,-0.5,-0.875,0.9925
KC,2023,19,1.0,1,0.0,0.0,-0.75,0.985
KC,2023,20,0.0,1,-1.0,-0.5,-0.875,0.9925
KC,2023,21,3.0,0,3.0,1.0,-0.375,0.9725
KC,2023,22,1.0,3,-2.0,0.5,-0.5,0.98
KC,2024,1,1.0,1,0.0,-1.0,-0.375,1.0125
KC,2024,2,1.0,3,-2.0,-1.0,-0.375,1.0125
KC,2024,3,1.0,1,0.0,-1.0,-0.25,1.015
KC,2024,4,0.0,2,-2.0,-1.0,-0.5,1.01
KC,2024,5,1.0,1,0.0,-1.0,-0.5,1.01
KC,2024,7,3.0,2,1.0,0.5,-0.25,0.985
KC,2024,8,1.0,1,0.0,0.5,-0.625,0.9775
KC,2024,9,0.0,1,-1.0,-0.5,-0.5,1.0
KC,2024,10,0.0,0,0.0,-0.5,-0.5,1.0
KC,2024,11,1.0,2,-1.0,-0.5,-0.375,1.0025
KC,2024,12,0.0,0,0.0,-0.5,-0.375,1.0025
KC,2024,13,1.0,0,1.0,0.5,0.0,0.99
KC,2024,14,0.0,0,0.0,0.5,0.0,0.99
KC,2024,15,5.0,1,4.0,2.0,0.375,0.9675
KC,2024,16,2.0,0,2.0,3.0,0.625,0.9525
KC,2024,17,2.0,0,2.0,2.0,1.0,0.98
KC,2024,18,0.0,0,0.0,1.0,1.0,1.0
KC,2024,20,0.0,0,0.0,0.0,1.125,1.0225
KC,2024,21,0.0,1,-1.0,-0.5,1.0,1.03
KC,2024,22,1.0,3,-2.0,-1.5,0.625,1.0425
KC,2025,1,0.0,0,0.0,-1.0,0.625,1.0325
KC,2025,2,0.0,1,-1.0,-0.5,0.0,1.01
KC,2025,3,2.0,0,2.0,0.5,0.0,0.99
KC,2025,4,2.0,0,2.0,2.0,0.0,0.96
KC,2025,5,2.0,1,1.0,1.5,0.125,0.9725
KC,2025,6,0.0,0,0.0,0.5,0.125,0.9925
KC,2025,7,1.0,0,1.0,0.5,0.375,0.9975
KC,2025,8,2.0,2,0.0,0.5,0.625,1.0025
LA,2022,1,4.0,3,1.0,1.0,1.0,1.0
LA,2022,2,3.0,3,0.0,0.5,0.0,1.0
LA,2022,3,0.0,1,-1.0,-0.5,-1.0,1.0
LA,2022,4,0.0,2,-2.0,-1.5,-2.0,1.0
LA,2022,5,0.0,3,-3.0,-2.5,-3.0,1.0
LA,2022,6,1.0,1,0.0,-1.5,0.0,1.0
LA,2022,8,0.0,0,0.0,0.0,0.0,1.0
LA,2022,9,0.0,0,0.0,0.0,-0.625,0.9875
LA,2022,10,0.0,2,-2.0,-1.0,-1.0,1.0
LA,2022,11,0.0,0,0.0,-1.0,-1.0,1.0
LA,2022,12,1.0,3,-2.0,-1.0,-1.125,0.9975
LA,2022,13,2.0,2,0.0,-1.0,-0.875,1.0025
LA,2022,14,2.0,1,1.0,0.5,-0.375,0.9825
LA,2022,15,2.0,1,1.0,1.0,-0.25,0.975
LA,2022,16,4.0,0,4.0,2.5,0.25,0.955
LA,2022,17,0.0,1,-1.0,1.5,0.125,0.9725
LA,2022,18,2.0,1,1.0,0.0,0.5,1.01
LA,2023,1,0.0,0,0.0,0.5,0.5,1.0
LA,2023,2,0.0,2,-2.0,-1.0,0.5,1.03
LA,2023,3,1.0,2,-1.0,-1.5,0.375,1.0375
LA,2023,4,1.0,1,0.0,-0.5,0.25,1.015
LA,2023,5,1.0,0,1.0,0.5,0.25,0.995
LA,2023,6,3.0,0,3.0,2.0,0.125,0.9625
LA,2023,7,0.0,1,-1.0,1.0,0.125,0.9825
LA,2023,8,1.0,1,0.0,-0.5,0.0,1.01
LA,2023,9,2.0,2,0.0,0.0,0.0,1.0
LA,2023,11,1.0,1,0.0,0.0,0.25,1.005
LA,2023,12,0.0,1,-1.0,-0.5,0.25,1.015
LA,2023,13,1.0,0,1.0,0.0,0.375,1.0075
LA,2023,14,1.0,0,1.0,1.0,0.375,0.9875
LA,2023,15,1.0,2,-1.0,0.0,-0.125,0.9975
LA,2023,16,1.0,0,1.0,0.0,0.125,1.0025
LA,2023,17,1.0,3,-2.0,-0.5,-0.125,1.0075
LA,2023,18,1.0,1,0.0,-1.0,-0.125,1.0175
LA,2023,19,0.0,0,0.0,0.0,-0.125,0.9975
LA,2024,1,1.0,1,0.0,0.0,0.0,1.0
LA,2024,2,1.0,1,0.0,0.0,-0.125,0.9975
LA,2024,3,1.0,0,1.0,0.5,-0.125,0.9875
LA,2024,4,0.0,2,-2.0,-0.5,-0.25,1.005
LA,2024,5,1.0,2,-1.0,-1.5,-0.5,1.02
LA,2024,7,4.0,1,3.0,1.0,0.125,0.9825
LA,2024,8,0.0,1,-1.0,1.0,0.0,0.98
LA,2024,9,3.0,1,2.0,0.5,0.25,0.995
LA,2024,10,2.0,2,0.0,1.0,0.25,0.985
LA,2024,11,2.0,0,2.0,1.0,0.5,0.99
LA,2024,12,0.0,1,-1.0,0.5,0.25,0.995
LA,2024,13,0.0,0,0.0,-0.5,0.5,1.02
LA,2024,14,0.0,0,0.0,0.0,0.625,1.0125
LA,2024,15,1.0,0,1.0,0.5,0.375,0.9975
LA,2024,16,1.0,2,-1.0,0.0,0.375,1.0075
LA,2024,17,2.0,0,2.0,0.5,0.375,0.9975
LA,2024,18,0.0,1,-1.0,0.5,0.25,0.995
LA,2024,19,2.0,0,2.0,0.5,0.25,0.995
LA,2024,20,0.0,2,-2.0,0.0,0.125,1.0025
LA,2025,1,2.0,1,1.0,-0.5,0.25,1.015
LA,2025,2,1.0,1,0.0,0.5,0.25,0.995
LA,2025,3,1.0,1,0.0,0.0,0.125,1.0025
LA,2025,4,3.0,1,2.0,1.0,0.5,0.99
LA,2025,5,0.0,2,-2.0,0.0,0.0,1.0
LA,2025,6,3.0,1,2.0,0.0,0.375,1.0075
LA,2025,7,0.0,0,0.0,1.0,0.125,0.9825
LAC,2022,1,3.0,0,3.0,3.0,3.0,1.0
LAC,2022,2,0.0,1,-1.0,1.0,-1.0,1.0
LAC,2022,3,0.0,2,-2.0,-1.5,-2.0,1.0
LAC,2022,4,2.0,1,1.0,-0.5,1.0,1.0
LAC,2022,5,1.0,0,1.0,1.0,1.0,1.0
LAC,2022,6,0.0,2,-2.0,-0.5,-2.0,1.0
LAC,2022,7,2.0,2,0.0,-1.0,0.0,1.0
LAC,2022,9,1.0,2,-1.0,-0.5,-0.125,1.0075
LAC,2022,10,1.0,1,0.0,-0.5,-0.5,1.0
LAC,2022,11,1.0,2,-1.0,-0.5,-0.5,1.0
LAC,2022,12,2.0,0,2.0,0.5,0.0,0.99
LAC,2022,13,2.0,1,1.0,1.5,0.0,0.97
LAC,2022,14,0.0,0,0.0,0.5,-0.125,0.9875
LAC,2022,15,1.0,2,-1.0,-0.5,0.0,1.01
LAC,2022,16,3.0,2,1.0,0.0,0.125,1.0025
LAC,2022,17,1.0,0,1.0,1.0,0.375,0.9875
LAC,2022,18,1.0,3,-2.0,-0.5,0.125,1.0125
LAC,2022,19,4.0,1,3.0,0.5,0.625,1.0025
LAC,2023,1,2.0,0,2.0,2.5,0.625,0.9625
LAC,2023,2,0.0,0,0.0,1.0,0.5,0.99
LAC,2023,3,2.0,1,1.0,0.5,0.625,1.0025
LAC,2023,4,3.0,1,2.0,1.5,1.0,0.99
LAC,2023,6,0.0,2,-2.0,0.0,0.625,1.0125
LAC,2023,7,2.0,2,0.0,-1.0,0.5,1.03
LAC,2023,8,2.0,1,1.0,0.5,0.875,1.0075
LAC,2023,9,3.0,0,3.0,2.0,0.875,0.9775
LAC,2023,10,0.0,1,-1.0,1.0,0.5,0.99
LAC,2023,11,0.0,1,-1.0,-1.0,0.375,1.0275
LAC,2023,12,0.0,4,-4.0,-2.5,-0.25,1.045
LAC,2023,13,1.0,0,1.0,-1.5,-0.375,1.0225
LAC,2023,14,1.0,2,-1.0,0.0,-0.25,0.995
LAC,2023,15,1.0,4,-3.0,-2.0,-0.625,1.0275
LAC,2023,16,2.0,1,1.0,-1.0,-0.625,1.0075
LAC,2023,17,0.0,1,-1.0,0.0,-1.125,0.9775
LAC,2023,18,1.0,1,0.0,-0.5,-1.0,0.99
LAC,2024,1,3.0,0,3.0,1.5,-0.5,0.96
LAC,2024,2,1.0,2,-1.0,1.0,-0.125,0.9775
LAC,2024,3,1.0,0,1.0,0.0,-0.125,0.9975
LAC,2024,4,2.0,0,2.0,1.5,0.25,0.975
LAC,2024,6,2.0,0,2.0,2.0,0.875,0.9775
LAC,2024,7,2.0,1,1.0,1.5,0.875,0.9875
LAC,2024,8,0.0,0,0.0,0.5,1.0,1.01
LAC,2024,9,3.0,0,3.0,1.5,1.375,0.9975
LAC,2024,10,0.0,0,0.0,1.5,1.0,0.99
LAC,2024,11,0.0,1,-1.0,-0.5,1.0,1.03
LAC,2024,12,0.0,0,0.0,-0.5,0.875,1.0275
LAC,2024,13,4.0,1,3.0,1.5,1.0,0.99
LAC,2024,14,0.0,0,0.0,1.5,0.75,0.985
LAC,2024,15,2.0,2,0.0,0.0,0.625,1.0125
LAC,2024,16,0.0,1,-1.0,-0.5,0.5,1.02
LAC,2024,17,1.0,0,1.0,0.0,0.25,1.005
LAC,2024,18,1.0,0,1.0,1.0,0.375,0.9875
LAC,2024,19,3.0,4,-1.0,0.0,0.375,1.0075
LAC,2025,1,0.0,0,0.0,-0.5,0.375,1.0175
LAC,2025,2,3.0,1,2.0,1.0,0.25,0.985
LAC,2025,3,0.0,2,-2.0,0.0,0.0,1.0
LAC,2025,4,0.0,2,-2.0,-2.0,-0.25,1.035
LAC,2025,5,1.0,2,-1.0,-1.5,-0.25,1.025
LAC,2025,6,3.0,1,2.0,0.5,-0.125,0.9875
LAC,2025,7,0.0,2,-2.0,0.0,-0.5,0.99
LAC,2025,8,1.0,1,0.0,-1.0,-0.375,1.0125
LV,2022,1,0.0,3,-3.0,-3.0,-3.0,1.0
LV,2022,2,1.0,1,0.0,-1.5,0.0,1.0
LV,2022,3,1.0,1,0.0,0.0,0.0,1.0
LV,2022,4,1.0,0,1.0,0.5,1.0,1.0
LV,2022,5,0.0,0,0.0,0.5,0.0,1.0
LV,2022,7,1.0,0,1.0,0.5,1.0,1.0
LV,2022,8,0.0,1,-1.0,0.0,-1.0,1.0
LV,2022,9,1.0,1,0.0,-0.5,-0.25,1.005
LV,2022,10,1.0,0,1.0,0.5,0.25,0.995
LV,2022,11,0.0,0,0.0,0.5,0.25,0.995
LV,2022,12,2.0,2,0.0,0.0,0.25,1.005
LV,2022,13,1.0,2,-1.0,-0.5,0.0,1.01
LV,2022,14,1.0,2,-1.0,-1.0,-0.125,1.0175
LV,2022,15,1.0,1,0.0,-0.5,-0.25,1.005
LV,2022,16,1.0,3,-2.0,-1.0,-0.375,1.0125
LV,2022,17,1.0,2,-1.0,-1.5,-0.5,1.02
LV,2022,18,0.0,2,-2.0,-1.5,-0.875,1.0125
LV,2023,1,0.0,1,-1.0,-1.5,-1.0,1.01
LV,2023,2,0.0,3,-3.0,-2.0,-1.375,1.0125
LV,2023,3,0.0,3,-3.0,-3.0,-1.625,1.0275
LV,2023,4,1.0,3,-2.0,-2.5,-1.75,1.015
LV,2023,5,3.0,1,2.0,0.0,-1.5,0.97
LV,2023,6,1.0,1,0.0,1.0,-1.25,0.955
LV,2023,7,0.0,3,-3.0,-1.5,-1.5,1.0
LV,2023,8,3.0,1,2.0,-0.5,-1.0,0.99
LV,2023,9,2.0,0,2.0,2.0,-0.625,0.95
LV,2023,10,1.0,2,-1.0,0.5,-0.375,0.9825
LV,2023,11,3.0,3,0.0,-0.5,0.0,1.01
LV,2023,12,0.0,0,0.0,0.0,0.25,1.005
LV,2023,14,0.0,3,-3.0,-1.5,-0.375,1.0225
LV,2023,15,4.0,1,3.0,0.0,0.0,1.0
LV,2023,16,2.0,0,2.0,2.5,0.625,0.9625
LV,2023,17,0.0,0,0.0,1.0,0.375,0.9875
LV,2023,18,1.0,0,1.0,0.5,0.25,0.995
LV,2024,1,0.0,3,-3.0,-1.0,0.0,1.02
LV,2024,2,1.0,1,0.0,-1.5,0.0,1.03
LV,2024,3,0.0,1,-1.0,-0.5,-0.125,1.0075
LV,2024,4,1.0,1,0.0,-0.5,0.25,1.015
LV,2024,5,0.0,3,-3.0,-1.5,-0.5,1.02
LV,2024,6,0.0,3,-3.0,-3.0,-1.125,1.0375
LV,2024,7,1.0,4,-3.0,-3.0,-1.5,1.03
LV,2024,8,1.0,1,0.0,-1.5,-1.625,0.9975
LV,2024,9,1.0,2,-1.0,-0.5,-1.375,0.9825
LV,2024,11,0.0,1,-1.0,-1.0,-1.5,0.99
LV,2024,12,0.0,2,-2.0,-1.5,-1.625,0.9975
LV,2024,13,0.0,1,-1.0,-1.5,-1.75,0.995
LV,2024,14,3.0,2,1.0,0.0,-1.25,0.975
LV,2024,15,1.0,3,-2.0,-0.5,-1.125,0.9875
LV,2024,16,2.0,0,2.0,0.0,-0.5,0.99
LV,2024,17,2.0,0,2.0,2.0,-0.25,0.955
LV,2024,18,0.0,1,-1.0,0.5,-0.25,0.985
LV,2025,1,1.0,1,0.0,-0.5,-0.125,1.0075
LV,2025,2,1.0,3,-2.0,-1.0,-0.125,1.0175
LV,2025,3,1.0,0,1.0,-0.5,0.125,1.0125
LV,2025,4,1.0,4,-3.0,-1.0,-0.375,1.0125
LV,2025,5,0.0,2,-2.0,-2.5,-0.375,1.0425
LV,2025,6,3.0,1,2.0,0.0,-0.375,0.9925
LV,2025,7,0.0,1,-1.0,0.5,-0.75,0.975
MIA,2022,1,3.0,0,3.0,3.0,3.0,1.0
MIA,2022,2,0.0,2,-2.0,0.5,-2.0,1.0
MIA,2022,3,1.0,0,1.0,-0.5,1.0,1.0
MIA,2022,4,0.0,2,-2.0,-0.5,-2.0,1.0
MIA,2022,5,0.0,2,-2.0,-2.0,-2.0,1.0
MIA,2022,6,0.0,3,-3.0,-2.5,-3.0,1.0
MIA,2022,7,3.0,0,3.0,0.0,3.0,1.0
MIA,2022,8,0.0,1,-1.0,1.0,-0.375,0.9725
MIA,2022,9,0.0,0,0.0,-0.5,-0.75,0.995
MIA,2022,10,1.0,0,1.0,0.5,-0.375,0.9825
MIA,2022,12,3.0,1,2.0,1.5,-0.25,0.965
MIA,2022,13,1.0,4,-3.0,-0.5,-0.375,1.0025
MIA,2022,14,0.0,0,0.0,-1.5,-0.125,1.0275
MIA,2022,15,1.0,0,1.0,0.5,0.375,0.9975
MIA,2022,16,1.0,4,-3.0,-1.0,-0.375,1.0125
MIA,2022,17,0.0,2,-2.0,-2.5,-0.5,1.04
MIA,2022,18,0.0,0,0.0,-1.0,-0.5,1.01
MIA,2022,19,3.0,2,1.0,0.5,-0.5,0.98
MIA,2023,1,0.0,2,-2.0,-0.5,-1.0,0.99
MIA,2023,2,2.0,1,1.0,-0.5,-0.5,1.0
MIA,2023,3,3.0,0,3.0,2.0,-0.125,0.9575
MIA,2023,4,0.0,2,-2.0,0.5,-0.5,0.98
MIA,2023,5,0.0,3,-3.0,-2.5,-0.5,1.04
MIA,2023,6,0.0,1,-1.0,-2.0,-0.375,1.0325
MIA,2023,7,2.0,1,1.0,0.0,-0.25,0.995
MIA,2023,8,1.0,2,-1.0,0.0,-0.5,0.99
MIA,2023,9,1.0,1,0.0,-0.5,-0.25,1.005
MIA,2023,11,3.0,3,0.0,0.0,-0.375,0.9925
MIA,2023,12,2.0,3,-1.0,-0.5,-0.875,0.9925
MIA,2023,13,1.0,0,1.0,0.0,-0.5,0.99
MIA,2023,14,2.0,2,0.0,0.5,-0.125,0.9875
MIA,2023,15,4.0,0,4.0,2.0,0.5,0.97
MIA,2023,16,1.0,0,1.0,2.5,0.5,0.96
MIA,2023,17,1.0,3,-2.0,-0.5,0.375,1.0175
MIA,2023,18,3.0,2,1.0,-0.5,0.5,1.02
MIA,2023,19,1.0,1,0.0,0.5,0.5,1.0
MIA,2024,1,1.0,0,1.0,0.5,0.75,1.005
MIA,2024,2,0.0,3,-3.0,-1.0,0.25,1.025
MIA,2024,3,2.0,0,2.0,-0.5,0.5,1.02
MIA,2024,4,1.0,1,0.0,1.0,0.0,0.98
MIA,2024,5,0.0,2,-2.0,-1.0,-0.375,1.0125
MIA,2024,7,1.0,2,-1.0,-1.5,-0.25,1.025
MIA,2024,8,0.0,0,0.0,-0.5,-0.375,1.0025
MIA,2024,9,1.0,1,0.0,0.0,-0.375,0.9925
MIA,2024,10,2.0,2,0.0,0.0,-0.5,0.99
MIA,2024,11,1.0,0,1.0,0.5,0.0,0.99
MIA,2024,12,2.0,1,1.0,1.0,-0.125,0.9775
MIA,2024,13,1.0,0,1.0,1.0,0.0,0.98
MIA,2024,14,0.0,0,0.0,0.5,0.25,0.995
MIA,2024,15,1.0,4,-3.0,-1.5,0.0,1.03
MIA,2024,16,1.0,0,1.0,-1.0,0.125,1.0225
MIA,2024,17,2.0,0,2.0,1.5,0.375,0.9775
MIA,2024,18,1.0,4,-3.0,-0.5,0.0,1.01
MIA,2025,1,0.0,3,-3.0,-3.0,-0.5,1.05
MIA,2025,2,0.0,1,-1.0,-2.0,-0.75,1.025
MIA,2025,3,0.0,1,-1.0,-1.0,-1.0,1.0
MIA,2025,4,3.0,0,3.0,1.0,-0.625,0.9675
MIA,2025,5,2.0,0,2.0,2.5,0.0,0.95
MIA,2025,6,1.0,3,-2.0,0.0,-0.375,0.9925
MIA,2025,7,0.0,4,-4.0,-3.0,-1.125,1.0375
MIA,2025,8,1.0,0,1.0,-1.5,-0.625,1.0175
MIN,2022,1,2.0,0,2.0,2.0,2.0,1.0
MIN,2022,2,1.0,3,-2.0,0.0,-2.0,1.0
MIN,2022,3,1.0,1,0.0,-1.0,0.0,1.0
MIN,2022,4,1.0,2,-1.0,-0.5,-1.0,1.0
MIN,2022,5,1.0,1,0.0,-0.5,0.0,1.0
MIN,2022,6,3.0,0,3.0,1.5,3.0,1.0
MIN,2022,8,2.0,2,0.0,1.5,0.0,1.0
MIN,2022,9,1.0,1,0.0,0.0,0.25,1.005
MIN,2022,10,4.0,2,2.0,1.0,0.25,0.985
MIN,2022,11,0.0,1,-1.0,0.5,0.375,0.9975
MIN,2022,12,0.0,1,-1.0,-1.0,0.25,1.025
MIN,2022,13,2.0,0,2.0,0.5,0.625,1.0025
MIN,2022,14,0.0,2,-2.0,0.0,0.375,1.0075
MIN,2022,15,1.0,3,-2.0,-2.0,-0.25,1.035
MIN,2022,16,2.0,0,2.0,0.0,0.0,1.0
MIN,2022,17,0.0,4,-4.0,-1.0,-0.5,1.01
MIN,2022,18,2.0,2,0.0,-2.0,-0.75,1.025
MIN,2022,19,0.0,0,0.0,0.0,-0.625,0.9875
MIN,2023,1,0.0,3,-3.0,-1.5,-0.875,1.0125
MIN,2023,2,2.0,3,-1.0,-2.0,-1.25,1.015
MIN,2023,3,1.0,2,-1.0,-1.0,-1.125,0.9975
MIN,2023,4,1.0,2,-1.0,-1.0,-1.0,1.0
MIN,2023,5,0.0,1,-1.0,-1.0,-1.375,0.9925
MIN,2023,6,3.0,1,2.0,0.5,-0.625,0.9775
MIN,2023,7,3.0,1,2.0,2.0,-0.375,0.9525
MIN,2023,8,1.0,1,0.0,1.0,-0.375,0.9725
MIN,2023,9,2.0,2,0.0,0.0,0.0,1.0
MIN,2023,10,2.0,0,2.0,1.0,0.375,0.9875
MIN,2023,11,0.0,3,-3.0,-0.5,0.125,1.0125
MIN,2023,12,2.0,4,-2.0,-2.5,0.0,1.05
MIN,2023,14,3.0,0,3.0,0.5,0.5,1.0
MIN,2023,15,1.0,2,-1.0,1.0,0.125,0.9825
MIN,2023,16,1.0,4,-3.0,-2.0,-0.5,1.03
MIN,2023,17,0.0,3,-3.0,-3.0,-0.875,1.0425
MIN,2023,18,0.0,2,-2.0,-2.5,-1.125,1.0275
MIN,2024,1,2.0,2,0.0,-1.0,-1.375,0.9925
MIN,2024,2,2.0,2,0.0,0.0,-1.0,0.98
MIN,2024,3,2.0,0,2.0,1.0,-0.5,0.97
MIN,2024,4,5.0,2,3.0,2.5,-0.5,0.95
MIN,2024,5,3.0,2,1.0,2.0,-0.25,0.955
MIN,2024,7,1.0,1,0.0,0.5,0.125,0.9925
MIN,2024,8,1.0,0,1.0,0.5,0.625,1.0025
MIN,2024,9,2.0,3,-1.0,0.0,0.75,1.015
MIN,2024,10,3.0,3,0.0,-0.5,0.75,1.025
MIN,2024,11,1.0,1,0.0,0.0,0.75,1.015
MIN,2024,12,0.0,2,-2.0,-1.0,0.25,1.025
MIN,2024,13,2.0,1,1.0,-0.5,0.0,1.01
MIN,2024,14,3.0,0,3.0,2.0,0.25,0.965
MIN,2024,15,1.0,1,0.0,1.5,0.25,0.975
MIN,2024,16,2.0,0,2.0,1.0,0.375,0.9875
MIN,2024,17,1.0,1,0.0,1.0,0.5,0.99
MIN,2024,18,2.0,0,2.0,1.0,0.75,0.995
MIN,2024,19,0.0,2,-2.0,0.0,0.5,1.01
MIN,2025,1,1.0,1,0.0,-1.0,0.75,1.035
MIN,2025,2,2.0,3,-1.0,-0.5,0.5,1.02
MIN,2025,3,5.0,0,5.0,2.0,0.75,0.975
MIN,2025,4,0.0,2,-2.0,1.5,0.5,0.98
MIN,2025,5,0.0,2,-2.0,-2.0,0.0,1.04
MIN,2025,7,0.0,2,-2.0,-2.0,-0.25,1.035
MIN,2025,8,1.0,1,0.0,-1.0,-0.5,1.01
NE,2022,1,0.0,3,-3.0,-3.0,-3.0,1.0
NE,2022,2,1.0,2,-1.0,-2.0,-1.0,1.0
NE,2022,3,2.0,4,-2.0,-1.5,-2.0,1.0
NE,2022,4,2.0,1,1.0,-0.5,1.0,1.0
NE,2022,5,2.0,1,1.0,1.0,1.0,1.0
NE,2022,6,3.0,2,1.0,1.0,1.0,1.0
NE,2022,7,1.0,4,-3.0,-1.0,-3.0,1.0
NE,2022,8,3.0,1,2.0,-0.5,-0.5,1.0
NE,2022,9,1.0,1,0.0,1.0,-0.125,0.9775
NE,2022,11,0.0,0,0.0,0.0,0.0,1.0
NE,2022,12,1.0,0,1.0,0.5,0.375,0.9975
NE,2022,13,1.0,0,1.0,1.0,0.375,0.9875
